"uf","regiao","ano","idade","Óbitos descons. durante a gravidez, parto ou aborto   (exceto externos)","Óbitos descons. durante o puerpério, até 42 dias   (exceto externos)","Óbitos descons. durante o puerpério, de 43 dias a menos de 1 ano   (exceto externos)","Óbitos descons. período inconsistente   (exceto externos)","Óbitos descons. durante a gravidez, parto ou aborto   (externos)","Óbitos descons. durante o puerpério, até 42 dias   (externos)","Óbitos descons. durante o puerpério, de 43 dias a menos de 1 ano   (externos)","Óbitos descons. período inconsistente   (externos)"
"AL","Nordeste","2013",37,1,0,0,0,0,0,0,0
"AL","Nordeste","2013",38,0,0,1,0,0,0,0,0
"AL","Nordeste","2013",45,1,0,0,0,0,0,0,0
"AL","Nordeste","2013",51,0,1,0,0,0,0,0,0
"AL","Nordeste","2013",54,1,0,0,0,0,0,0,0
"AL","Nordeste","2013",55,1,0,0,0,0,0,0,0
"AL","Nordeste","2013",62,1,0,0,0,0,0,0,0
"AL","Nordeste","2013",65,1,0,0,0,0,0,0,0
"AL","Nordeste","2014",0,2,1,0,0,0,0,0,0
"AL","Nordeste","2014",17,0,0,1,0,0,0,0,0
"AL","Nordeste","2014",21,1,0,0,0,0,0,0,0
"AL","Nordeste","2014",24,1,0,1,0,0,0,0,0
"AL","Nordeste","2014",26,0,0,1,0,0,0,0,0
"AL","Nordeste","2014",31,0,0,1,0,0,0,0,0
"AL","Nordeste","2014",32,1,0,0,0,0,1,0,0
"AL","Nordeste","2014",39,0,0,2,0,0,0,0,0
"AL","Nordeste","2015",0,0,2,0,0,0,0,0,0
"AL","Nordeste","2015",19,0,1,1,0,0,0,0,0
"AL","Nordeste","2015",20,0,0,1,0,0,0,0,0
"AL","Nordeste","2015",25,1,0,0,0,0,0,0,0
"AL","Nordeste","2015",30,0,1,0,0,0,0,0,0
"AL","Nordeste","2015",43,0,0,1,0,0,0,0,0
"AL","Nordeste","2015",45,1,0,0,0,0,0,0,0
"AL","Nordeste","2015",64,0,0,1,0,0,0,0,0
"AL","Nordeste","2015",99,1,0,0,0,0,0,0,0
"AL","Nordeste","2016",0,0,3,0,0,0,0,0,0
"AL","Nordeste","2016",19,0,0,0,0,0,0,1,0
"AL","Nordeste","2016",20,0,0,1,0,0,0,0,0
"AL","Nordeste","2016",21,0,1,1,0,0,0,0,0
"AL","Nordeste","2016",24,0,1,1,0,0,0,0,0
"AL","Nordeste","2016",29,0,0,1,0,0,0,0,0
"AL","Nordeste","2016",31,0,0,1,0,0,0,0,0
"AL","Nordeste","2016",33,1,1,1,0,0,0,0,0
"AL","Nordeste","2016",35,0,1,0,0,0,0,0,0
"AL","Nordeste","2016",37,1,0,0,0,0,0,0,0
"AL","Nordeste","2016",43,0,1,0,0,0,0,0,0
"AL","Nordeste","2016",55,1,0,0,0,0,0,0,0
"AL","Nordeste","2016",62,1,0,0,0,0,0,0,0
"AL","Nordeste","2016",65,1,0,0,0,0,0,0,0
"AL","Nordeste","2017",0,1,0,2,0,0,0,0,0
"AL","Nordeste","2017",15,0,0,0,0,1,0,0,0
"AL","Nordeste","2017",17,0,0,0,0,1,0,1,0
"AL","Nordeste","2017",19,0,0,1,0,0,0,0,0
"AL","Nordeste","2017",22,1,0,0,0,0,0,0,0
"AL","Nordeste","2017",25,1,0,1,0,0,0,0,0
"AL","Nordeste","2017",27,0,0,1,0,0,1,0,0
"AL","Nordeste","2017",31,0,0,1,0,0,0,0,0
"AL","Nordeste","2017",32,0,0,1,0,1,0,0,0
"AL","Nordeste","2017",33,0,0,1,0,0,0,0,0
"AL","Nordeste","2017",54,1,0,0,0,0,0,0,0
"AL","Nordeste","2017",59,1,0,0,0,0,0,0,0
"AL","Nordeste","2018",0,0,2,2,0,0,0,0,0
"AL","Nordeste","2018",15,0,0,0,0,1,0,0,0
"AL","Nordeste","2018",37,1,0,0,0,0,0,0,0
"AL","Nordeste","2018",38,1,0,0,0,0,0,0,0
"AL","Nordeste","2018",45,0,0,1,0,1,0,0,0
"AL","Nordeste","2018",48,1,0,0,0,0,0,0,0
"AL","Nordeste","2018",52,1,0,0,0,0,0,0,0
"AL","Nordeste","2018",53,1,0,0,0,0,0,0,0
"AL","Nordeste","2018",58,1,0,0,0,0,0,0,0
"AL","Nordeste","2019",0,0,0,1,0,0,0,0,0
"AL","Nordeste","2019",24,0,0,1,0,0,0,0,0
"AL","Nordeste","2019",27,0,0,1,0,0,0,0,0
"AL","Nordeste","2019",30,0,1,0,0,0,0,0,0
"AL","Nordeste","2019",32,0,0,1,0,0,0,0,0
"AL","Nordeste","2019",40,0,0,1,0,0,0,0,0
"AL","Nordeste","2019",41,0,0,0,0,1,0,0,0
"AL","Nordeste","2019",53,1,0,0,0,0,0,0,0
"AL","Nordeste","2019",56,1,0,0,0,1,0,0,0
"AL","Nordeste","2019",64,1,0,0,0,0,0,0,0
"AL","Nordeste","2020",0,1,0,1,0,0,0,0,0
"AL","Nordeste","2020",17,0,0,0,0,0,0,1,0
"AL","Nordeste","2020",18,0,1,0,0,1,0,0,0
"AL","Nordeste","2020",22,0,0,1,0,0,0,0,0
"AL","Nordeste","2020",23,0,0,0,0,1,0,0,0
"AL","Nordeste","2020",24,0,0,0,0,0,0,1,0
"AL","Nordeste","2020",29,1,0,0,0,0,0,0,0
"AL","Nordeste","2020",31,0,0,1,0,0,0,0,0
"AL","Nordeste","2020",37,0,0,1,0,0,0,0,0
"AL","Nordeste","2020",40,1,1,0,0,0,0,0,0
"AL","Nordeste","2020",56,1,0,0,0,0,0,0,0
"AL","Nordeste","2020",58,1,0,0,0,0,0,0,0
"AL","Nordeste","2020",64,1,0,0,0,0,0,0,0
"AL","Nordeste","2021",14,0,0,0,0,0,0,1,0
"AL","Nordeste","2021",16,0,1,0,0,0,0,0,0
"AL","Nordeste","2021",17,0,0,0,0,0,1,0,0
"AL","Nordeste","2021",20,0,0,0,0,1,0,0,0
"AL","Nordeste","2021",26,0,1,0,0,0,0,0,0
"AL","Nordeste","2021",27,0,0,1,0,0,0,0,0
"AL","Nordeste","2021",28,0,1,0,0,0,0,0,0
"AL","Nordeste","2021",29,0,2,0,0,0,0,0,0
"AL","Nordeste","2021",31,0,1,1,0,0,0,0,0
"AL","Nordeste","2021",34,0,0,2,0,0,0,0,0
"AL","Nordeste","2021",37,1,0,0,0,0,0,0,0
"AL","Nordeste","2021",38,0,1,0,0,0,0,0,0
"AL","Nordeste","2021",40,1,0,0,0,0,0,0,0
"AL","Nordeste","2021",53,2,0,0,0,0,0,0,0
"AL","Nordeste","2021",55,1,0,0,0,0,0,0,0
"AL","Nordeste","2021",61,1,0,0,0,0,0,0,0
"AL","Nordeste","2021",64,2,0,0,0,0,0,0,0
"AL","Nordeste","2022",0,1,0,0,0,0,0,0,0
"AL","Nordeste","2022",15,0,0,0,0,1,0,0,0
"AL","Nordeste","2022",16,0,1,0,0,0,0,0,0
"AL","Nordeste","2022",17,0,1,0,0,0,0,0,0
"AL","Nordeste","2022",18,0,1,0,0,0,0,0,0
"AL","Nordeste","2022",19,0,0,1,0,0,0,0,0
"AL","Nordeste","2022",22,0,0,1,0,0,0,0,0
"AL","Nordeste","2022",24,1,0,0,0,1,0,0,0
"AL","Nordeste","2022",25,0,0,1,0,0,0,0,0
"AL","Nordeste","2022",27,0,0,1,0,0,0,1,0
"AL","Nordeste","2022",33,0,0,1,0,0,0,0,0
"AL","Nordeste","2022",39,1,0,0,0,0,0,0,0
"AL","Nordeste","2022",51,1,0,0,0,0,0,0,0
"AM","Norte","1996",39,1,0,0,0,0,0,0,0
"AM","Norte","1997",20,1,0,0,0,0,0,0,0
"AM","Norte","1997",21,1,0,0,0,0,0,0,0
"AM","Norte","1997",26,1,0,0,0,0,0,0,0
"AM","Norte","1997",28,1,0,0,0,0,0,0,0
"AM","Norte","1997",29,1,0,0,0,0,0,0,0
"AM","Norte","1997",34,1,0,0,0,0,0,0,0
"AM","Norte","1998",18,1,0,0,0,0,0,0,0
"AM","Norte","1998",22,0,0,0,0,1,0,0,0
"AM","Norte","1998",27,0,0,0,0,1,0,0,0
"AM","Norte","1998",30,2,0,0,0,0,0,0,0
"AM","Norte","1998",35,1,0,0,0,0,0,0,0
"AM","Norte","1998",43,1,0,0,0,0,0,0,0
"AM","Norte","1999",19,1,0,0,0,0,0,0,0
"AM","Norte","1999",22,0,1,0,0,0,0,0,0
"AM","Norte","2000",16,0,0,0,0,1,0,0,0
"AM","Norte","2000",27,0,0,0,0,1,0,0,0
"AM","Norte","2000",35,1,0,0,0,0,0,0,0
"AM","Norte","2001",16,0,1,0,0,0,0,0,0
"AM","Norte","2001",18,1,0,0,0,0,0,0,0
"AM","Norte","2001",29,1,0,0,0,0,0,0,0
"AM","Norte","2002",19,0,0,0,1,0,0,0,0
"AM","Norte","2002",20,1,1,0,0,0,0,0,0
"AM","Norte","2002",22,0,0,0,1,0,0,0,0
"AM","Norte","2002",23,1,0,0,0,0,0,1,0
"AM","Norte","2002",26,1,0,0,0,0,0,0,0
"AM","Norte","2002",30,1,0,0,0,0,0,0,0
"AM","Norte","2003",18,1,0,0,1,0,0,0,0
"AM","Norte","2003",20,0,0,0,1,0,0,0,0
"AM","Norte","2003",24,1,0,0,0,0,0,0,0
"AM","Norte","2003",28,1,0,1,0,0,0,0,0
"AM","Norte","2003",35,0,0,1,0,0,0,0,0
"AM","Norte","2003",39,0,1,1,0,0,0,0,0
"AM","Norte","2003",40,0,0,0,0,0,0,1,0
"AM","Norte","2004",18,1,0,0,0,0,0,0,0
"AM","Norte","2004",26,1,0,0,0,0,0,0,0
"AM","Norte","2004",28,0,1,0,0,0,0,0,0
"AM","Norte","2004",32,1,0,0,0,0,0,0,0
"AM","Norte","2004",34,1,0,0,1,0,0,0,0
"AM","Norte","2004",37,0,0,1,0,0,0,0,0
"AM","Norte","2004",43,0,0,0,0,1,0,0,0
"AM","Norte","2004",47,0,0,1,0,0,0,0,0
"AM","Norte","2005",21,0,1,0,0,0,0,0,0
"AM","Norte","2005",27,1,0,0,0,0,0,0,0
"AM","Norte","2005",30,1,0,0,0,0,0,0,0
"AM","Norte","2005",31,1,0,1,0,0,0,0,0
"AM","Norte","2005",38,1,0,0,0,0,0,0,0
"AM","Norte","2005",41,0,0,1,0,0,0,0,0
"AM","Norte","2005",42,0,0,1,0,0,0,0,0
"AM","Norte","2006",0,0,0,1,0,0,0,0,0
"AM","Norte","2006",15,0,0,0,0,1,0,0,0
"AM","Norte","2006",23,0,0,1,0,1,0,0,0
"AM","Norte","2006",25,1,0,0,0,0,0,0,0
"AM","Norte","2006",30,0,0,0,1,0,0,0,0
"AM","Norte","2006",36,0,0,0,0,0,0,1,0
"AM","Norte","2006",40,0,0,1,0,0,0,0,0
"AM","Norte","2006",47,0,0,1,0,0,0,0,0
"AM","Norte","2007",16,0,1,0,0,0,0,0,0
"AM","Norte","2007",23,0,0,1,0,0,0,0,0
"AM","Norte","2007",24,0,0,1,0,1,0,0,0
"AM","Norte","2007",26,0,1,0,0,0,0,0,0
"AM","Norte","2007",28,0,1,1,0,0,0,0,0
"AM","Norte","2007",40,0,1,0,0,0,0,0,0
"AM","Norte","2007",55,1,0,0,0,0,0,0,0
"AM","Norte","2008",0,0,0,1,0,0,0,0,0
"AM","Norte","2008",16,0,0,1,0,0,0,0,0
"AM","Norte","2008",19,0,0,1,0,0,0,0,0
"AM","Norte","2008",20,0,0,0,0,0,0,1,0
"AM","Norte","2008",22,0,1,1,0,0,0,0,0
"AM","Norte","2008",26,0,0,2,0,1,0,0,0
"AM","Norte","2008",28,0,0,0,0,1,0,0,0
"AM","Norte","2008",30,0,1,0,0,0,0,0,0
"AM","Norte","2008",33,0,0,1,0,0,0,0,0
"AM","Norte","2008",36,0,0,1,0,0,0,0,0
"AM","Norte","2008",37,0,0,2,0,0,0,0,0
"AM","Norte","2008",38,0,0,0,0,1,0,0,0
"AM","Norte","2008",39,1,0,0,0,0,0,0,0
"AM","Norte","2008",43,1,0,0,0,0,0,0,0
"AM","Norte","2008",48,1,0,0,0,0,0,0,0
"AM","Norte","2009",13,0,0,1,0,0,0,0,0
"AM","Norte","2009",15,0,0,0,0,0,1,0,0
"AM","Norte","2009",18,0,1,0,0,0,0,0,0
"AM","Norte","2009",22,1,1,0,0,0,0,0,0
"AM","Norte","2009",23,0,0,1,0,1,0,0,0
"AM","Norte","2009",24,0,0,3,0,0,0,0,0
"AM","Norte","2009",25,0,0,1,0,1,0,0,0
"AM","Norte","2009",26,0,1,1,0,1,0,0,0
"AM","Norte","2009",27,0,0,1,0,0,0,0,0
"AM","Norte","2009",28,0,0,1,0,0,1,0,0
"AM","Norte","2009",29,0,0,1,0,0,1,0,0
"AM","Norte","2009",30,1,0,0,0,0,0,0,0
"AM","Norte","2009",32,0,1,1,0,0,0,0,0
"AM","Norte","2009",35,0,1,0,0,0,0,0,0
"AM","Norte","2009",36,0,1,0,0,0,0,1,0
"AM","Norte","2009",39,0,0,1,0,0,0,0,0
"AM","Norte","2009",40,0,0,2,0,0,0,0,0
"AM","Norte","2009",44,0,0,1,0,0,0,0,0
"AM","Norte","2009",46,0,0,1,0,0,0,0,0
"AM","Norte","2009",49,0,0,1,0,0,0,0,0
"AM","Norte","2009",54,1,0,1,0,0,0,0,0
"AM","Norte","2009",62,0,0,1,0,0,0,0,0
"AM","Norte","2009",64,1,0,0,0,0,0,0,0
"AM","Norte","2010",14,0,1,0,0,0,0,0,0
"AM","Norte","2010",18,0,0,1,0,0,0,1,0
"AM","Norte","2010",19,0,0,0,0,0,0,1,0
"AM","Norte","2010",20,0,0,1,0,0,0,0,0
"AM","Norte","2010",21,1,1,0,0,0,0,0,0
"AM","Norte","2010",23,1,0,1,0,1,0,0,0
"AM","Norte","2010",28,0,0,0,0,1,0,0,0
"AM","Norte","2010",29,0,0,1,0,0,0,0,0
"AM","Norte","2010",30,0,0,0,0,1,0,0,0
"AM","Norte","2010",31,0,1,0,0,0,0,0,0
"AM","Norte","2010",32,2,0,1,0,0,0,0,0
"AM","Norte","2010",33,0,0,1,0,0,0,0,0
"AM","Norte","2010",34,1,0,0,0,0,0,0,0
"AM","Norte","2010",38,0,0,2,0,0,0,0,0
"AM","Norte","2010",40,0,0,1,0,0,0,0,0
"AM","Norte","2010",41,0,0,1,0,0,0,0,0
"AM","Norte","2010",46,1,0,0,0,0,0,0,0
"AM","Norte","2010",48,0,0,2,0,0,0,0,0
"AM","Norte","2010",52,1,0,0,0,0,0,0,0
"AM","Norte","2010",53,0,0,1,0,0,0,0,0
"AM","Norte","2010",54,1,0,0,0,0,0,0,0
"AM","Norte","2010",57,0,0,1,0,0,0,0,0
"AM","Norte","2010",59,1,0,0,0,0,0,0,0
"AM","Norte","2011",0,2,3,1,0,0,0,0,0
"AM","Norte","2011",15,0,0,0,0,1,0,0,0
"AM","Norte","2011",16,0,0,0,0,1,0,0,0
"AM","Norte","2011",17,0,2,0,0,0,0,0,0
"AM","Norte","2011",18,0,0,1,0,0,0,0,0
"AM","Norte","2011",19,0,0,1,0,0,0,1,0
"AM","Norte","2011",20,0,0,1,0,0,0,1,0
"AM","Norte","2011",21,0,0,2,0,0,0,0,0
"AM","Norte","2011",22,1,0,0,0,0,0,0,0
"AM","Norte","2011",23,0,0,3,0,0,0,0,0
"AM","Norte","2011",25,0,0,1,0,0,0,0,0
"AM","Norte","2011",26,0,0,1,0,0,0,0,0
"AM","Norte","2011",27,0,1,1,0,0,0,0,0
"AM","Norte","2011",29,0,1,1,0,0,0,0,0
"AM","Norte","2011",30,0,0,1,0,0,0,0,0
"AM","Norte","2011",31,0,0,1,0,0,0,0,0
"AM","Norte","2011",36,0,0,1,0,0,0,0,0
"AM","Norte","2011",47,0,0,1,0,0,0,0,0
"AM","Norte","2012",0,0,2,0,0,0,1,0,0
"AM","Norte","2012",15,1,0,1,0,0,1,0,0
"AM","Norte","2012",16,0,0,0,0,1,0,0,0
"AM","Norte","2012",17,0,0,1,0,0,0,0,0
"AM","Norte","2012",20,0,0,0,0,0,0,1,0
"AM","Norte","2012",21,0,0,0,0,3,0,0,0
"AM","Norte","2012",23,0,0,1,0,1,0,0,0
"AM","Norte","2012",25,0,0,1,0,0,0,0,0
"AM","Norte","2012",26,0,0,0,0,1,1,0,0
"AM","Norte","2012",28,0,0,0,0,1,0,0,0
"AM","Norte","2012",29,0,0,0,0,1,0,0,0
"AM","Norte","2012",32,0,0,1,0,0,0,0,0
"AM","Norte","2012",33,0,0,1,0,0,0,0,0
"AM","Norte","2012",34,0,0,0,0,1,0,0,0
"AM","Norte","2012",36,1,0,0,0,0,0,0,0
"AM","Norte","2012",37,0,1,1,0,0,0,0,0
"AM","Norte","2012",39,0,0,0,0,1,0,0,0
"AM","Norte","2012",40,0,0,1,0,0,0,0,0
"AM","Norte","2012",46,1,0,0,0,0,0,0,0
"AM","Norte","2013",0,1,3,0,0,0,0,0,0
"AM","Norte","2013",18,0,0,1,0,0,0,0,0
"AM","Norte","2013",19,0,0,1,0,0,0,0,0
"AM","Norte","2013",21,1,3,1,0,0,0,0,0
"AM","Norte","2013",30,0,0,0,0,1,0,0,0
"AM","Norte","2013",31,0,0,1,0,0,0,0,0
"AM","Norte","2013",37,0,1,0,0,0,0,0,0
"AM","Norte","2013",47,1,0,0,0,0,0,0,0
"AM","Norte","2014",0,1,1,1,0,0,0,0,0
"AM","Norte","2014",15,0,0,1,0,0,0,0,0
"AM","Norte","2014",16,0,0,0,0,2,0,0,0
"AM","Norte","2014",17,0,0,1,0,0,0,0,0
"AM","Norte","2014",18,0,0,2,0,0,0,0,0
"AM","Norte","2014",22,0,0,1,0,0,0,0,0
"AM","Norte","2014",23,0,0,2,0,0,0,0,0
"AM","Norte","2014",26,0,0,1,0,2,0,0,0
"AM","Norte","2014",28,1,0,1,0,0,0,0,0
"AM","Norte","2014",31,0,0,1,0,1,0,0,0
"AM","Norte","2014",32,0,0,1,0,0,0,0,0
"AM","Norte","2014",34,0,0,1,0,0,0,0,0
"AM","Norte","2014",36,1,0,1,0,0,0,0,0
"AM","Norte","2014",40,0,0,1,0,0,0,0,0
"AM","Norte","2014",45,0,0,1,0,0,0,0,0
"AM","Norte","2015",0,1,3,0,0,0,0,0,0
"AM","Norte","2015",8,0,0,0,0,1,0,0,0
"AM","Norte","2015",16,0,0,1,0,0,0,0,0
"AM","Norte","2015",17,0,0,1,0,2,0,0,0
"AM","Norte","2015",18,0,0,0,0,1,0,1,0
"AM","Norte","2015",20,0,0,2,0,0,0,0,0
"AM","Norte","2015",21,0,0,0,0,1,0,0,0
"AM","Norte","2015",22,1,0,1,0,1,0,2,0
"AM","Norte","2015",24,0,0,1,0,0,0,0,0
"AM","Norte","2015",25,0,0,0,0,1,0,0,0
"AM","Norte","2015",26,0,0,2,0,0,0,0,0
"AM","Norte","2015",27,0,0,1,0,0,1,0,0
"AM","Norte","2015",28,0,0,1,0,0,0,0,0
"AM","Norte","2015",29,0,0,1,0,0,0,0,0
"AM","Norte","2015",30,0,1,0,0,0,0,0,0
"AM","Norte","2015",32,0,0,2,0,0,0,0,0
"AM","Norte","2015",33,0,0,2,0,1,0,0,0
"AM","Norte","2015",37,0,1,0,0,1,0,0,0
"AM","Norte","2015",38,0,0,1,0,1,0,0,0
"AM","Norte","2015",40,0,0,2,0,0,0,1,0
"AM","Norte","2015",42,1,0,0,0,0,0,0,0
"AM","Norte","2015",43,0,0,0,0,1,0,0,0
"AM","Norte","2015",61,1,0,0,0,0,0,0,0
"AM","Norte","2016",0,1,4,0,0,0,0,0,0
"AM","Norte","2016",15,0,0,0,0,0,0,1,0
"AM","Norte","2016",17,0,0,1,0,0,0,0,0
"AM","Norte","2016",18,0,0,0,0,0,0,1,0
"AM","Norte","2016",20,0,0,0,0,2,0,1,0
"AM","Norte","2016",21,0,0,0,0,1,0,0,0
"AM","Norte","2016",22,0,0,1,0,1,1,1,0
"AM","Norte","2016",23,0,0,1,0,0,0,0,0
"AM","Norte","2016",25,0,0,0,0,0,0,1,0
"AM","Norte","2016",26,0,0,0,0,0,0,1,0
"AM","Norte","2016",28,0,0,1,0,0,0,2,0
"AM","Norte","2016",29,0,0,3,0,0,0,0,0
"AM","Norte","2016",31,0,0,3,0,0,0,0,0
"AM","Norte","2016",32,0,0,0,0,0,0,1,0
"AM","Norte","2016",34,0,0,0,0,0,0,2,0
"AM","Norte","2016",37,0,0,1,0,0,0,0,0
"AM","Norte","2016",40,0,1,0,0,0,0,0,0
"AM","Norte","2016",41,0,0,1,0,0,0,0,0
"AM","Norte","2016",42,0,0,0,0,0,1,0,0
"AM","Norte","2017",15,0,0,1,0,1,0,1,0
"AM","Norte","2017",17,0,0,0,0,1,0,1,0
"AM","Norte","2017",18,1,0,0,0,0,0,0,0
"AM","Norte","2017",19,0,0,0,0,1,0,0,0
"AM","Norte","2017",20,0,0,1,0,1,0,0,0
"AM","Norte","2017",21,0,0,0,0,0,0,1,0
"AM","Norte","2017",22,0,0,1,0,0,0,0,0
"AM","Norte","2017",24,0,1,0,0,0,0,0,0
"AM","Norte","2017",25,0,0,2,0,0,0,0,0
"AM","Norte","2017",27,0,0,0,0,1,0,0,0
"AM","Norte","2017",28,0,0,3,0,0,0,0,0
"AM","Norte","2017",30,0,0,0,0,0,0,1,0
"AM","Norte","2017",32,0,0,1,0,0,0,0,0
"AM","Norte","2017",35,0,0,1,0,0,0,0,0
"AM","Norte","2017",36,0,0,3,0,0,0,0,0
"AM","Norte","2017",39,0,0,1,0,0,0,0,0
"AM","Norte","2017",40,1,0,0,0,0,0,0,0
"AM","Norte","2017",41,0,0,1,0,0,0,0,0
"AM","Norte","2018",0,2,0,0,0,0,0,1,0
"AM","Norte","2018",15,0,0,2,0,0,0,0,0
"AM","Norte","2018",16,0,0,2,0,0,0,0,0
"AM","Norte","2018",17,0,0,1,0,0,0,1,0
"AM","Norte","2018",18,0,0,4,0,0,0,1,0
"AM","Norte","2018",19,0,0,2,0,0,0,0,0
"AM","Norte","2018",20,0,0,1,0,0,0,0,0
"AM","Norte","2018",22,0,0,1,0,0,0,0,0
"AM","Norte","2018",23,0,0,0,0,0,0,1,0
"AM","Norte","2018",24,0,0,2,0,0,0,0,0
"AM","Norte","2018",25,0,0,1,0,0,0,0,0
"AM","Norte","2018",26,0,0,1,0,0,0,0,0
"AM","Norte","2018",27,0,0,1,0,1,0,0,0
"AM","Norte","2018",28,0,0,1,0,0,0,1,0
"AM","Norte","2018",29,0,0,2,0,0,0,1,0
"AM","Norte","2018",30,0,0,1,0,1,0,0,0
"AM","Norte","2018",31,0,0,1,0,0,0,0,0
"AM","Norte","2018",32,0,0,1,0,0,0,0,0
"AM","Norte","2018",33,0,0,1,0,0,0,1,0
"AM","Norte","2018",34,0,0,0,0,0,0,1,0
"AM","Norte","2018",36,0,0,1,0,0,0,0,0
"AM","Norte","2018",38,0,0,0,0,0,0,1,0
"AM","Norte","2018",41,0,0,1,0,0,0,0,0
"AM","Norte","2018",43,0,0,1,0,0,0,0,0
"AM","Norte","2018",57,1,0,0,0,0,0,0,0
"AM","Norte","2018",63,0,0,1,0,0,0,0,0
"AM","Norte","2019",16,0,0,2,0,0,0,0,0
"AM","Norte","2019",17,0,0,1,0,1,0,0,0
"AM","Norte","2019",18,0,0,1,0,1,0,0,0
"AM","Norte","2019",19,0,0,1,0,0,0,0,0
"AM","Norte","2019",22,0,0,1,0,1,0,0,0
"AM","Norte","2019",23,0,0,0,0,0,0,1,0
"AM","Norte","2019",24,0,0,1,0,0,0,0,0
"AM","Norte","2019",25,0,0,2,0,1,0,0,0
"AM","Norte","2019",26,0,0,0,0,0,0,1,0
"AM","Norte","2019",27,0,0,1,0,1,0,0,0
"AM","Norte","2019",28,0,0,1,0,0,0,0,0
"AM","Norte","2019",29,0,0,1,0,0,0,0,0
"AM","Norte","2019",31,0,0,1,0,0,0,0,0
"AM","Norte","2019",32,0,0,1,0,0,0,0,0
"AM","Norte","2019",33,0,0,2,0,0,0,0,0
"AM","Norte","2019",34,0,0,3,0,0,1,0,0
"AM","Norte","2019",35,0,0,1,0,0,0,0,0
"AM","Norte","2019",36,0,0,1,0,0,0,0,0
"AM","Norte","2019",38,0,0,2,0,0,0,1,0
"AM","Norte","2019",40,0,0,1,0,0,0,0,0
"AM","Norte","2020",0,0,1,0,0,0,0,0,0
"AM","Norte","2020",16,0,0,0,0,1,0,0,0
"AM","Norte","2020",17,0,0,1,0,0,0,0,0
"AM","Norte","2020",18,1,0,0,0,1,0,0,0
"AM","Norte","2020",19,1,0,1,0,0,0,1,0
"AM","Norte","2020",20,0,0,2,0,0,0,1,0
"AM","Norte","2020",21,0,0,2,0,0,0,0,0
"AM","Norte","2020",22,0,0,1,0,0,0,1,0
"AM","Norte","2020",23,0,0,0,0,1,0,0,0
"AM","Norte","2020",24,0,0,2,0,0,0,1,0
"AM","Norte","2020",27,0,0,1,0,0,0,0,0
"AM","Norte","2020",28,0,0,2,0,0,0,0,0
"AM","Norte","2020",29,0,0,2,0,0,0,0,0
"AM","Norte","2020",30,0,0,0,0,1,1,0,0
"AM","Norte","2020",32,0,0,1,0,0,0,0,0
"AM","Norte","2020",33,0,0,1,0,0,0,0,0
"AM","Norte","2020",35,1,0,1,0,0,0,0,0
"AM","Norte","2020",37,0,0,1,0,0,0,0,0
"AM","Norte","2020",38,1,0,0,0,0,0,0,0
"AM","Norte","2020",39,0,0,2,0,0,0,0,0
"AM","Norte","2020",41,0,0,1,0,0,0,0,0
"AM","Norte","2020",44,0,1,0,0,0,0,0,0
"AM","Norte","2021",0,2,3,0,0,0,0,0,0
"AM","Norte","2021",14,0,0,1,0,0,0,0,0
"AM","Norte","2021",16,0,0,0,0,0,0,2,0
"AM","Norte","2021",17,0,0,1,0,1,0,1,0
"AM","Norte","2021",18,0,0,0,0,0,0,1,0
"AM","Norte","2021",19,0,0,0,0,1,0,0,0
"AM","Norte","2021",20,0,0,0,0,1,0,0,0
"AM","Norte","2021",21,0,0,1,0,0,0,0,0
"AM","Norte","2021",23,1,0,0,0,0,0,0,0
"AM","Norte","2021",24,0,0,1,0,1,0,0,0
"AM","Norte","2021",25,0,0,2,0,0,0,1,0
"AM","Norte","2021",26,0,0,1,0,0,0,1,0
"AM","Norte","2021",27,1,0,0,0,0,0,0,0
"AM","Norte","2021",28,0,0,3,0,1,0,0,0
"AM","Norte","2021",29,0,0,4,0,0,0,0,0
"AM","Norte","2021",30,0,0,0,0,1,0,0,0
"AM","Norte","2021",32,0,0,3,0,0,0,2,0
"AM","Norte","2021",33,0,1,0,0,0,0,1,0
"AM","Norte","2021",34,0,1,1,0,1,0,0,0
"AM","Norte","2021",35,1,0,2,0,1,0,0,0
"AM","Norte","2021",36,0,0,1,0,0,0,0,0
"AM","Norte","2021",38,0,0,3,0,0,0,0,0
"AM","Norte","2021",39,0,0,1,0,0,0,0,0
"AM","Norte","2021",40,1,0,0,0,1,0,0,0
"AM","Norte","2021",53,1,0,0,0,0,0,0,0
"AM","Norte","2022",0,0,0,1,0,0,0,1,0
"AM","Norte","2022",18,0,0,0,0,0,0,1,0
"AM","Norte","2022",19,0,0,0,0,0,0,1,0
"AM","Norte","2022",22,1,0,1,0,0,0,0,0
"AM","Norte","2022",28,0,0,1,0,0,0,0,0
"AM","Norte","2022",33,0,0,0,0,0,0,1,0
"AM","Norte","2022",34,0,0,2,0,0,0,0,0
"AM","Norte","2022",36,0,0,1,0,0,0,0,0
"AM","Norte","2022",37,0,0,1,0,0,0,0,0
"AM","Norte","2022",39,0,0,1,0,0,0,0,0
"AM","Norte","2022",49,0,0,1,0,0,0,0,0
"AM","Norte","2022",51,1,0,0,0,0,0,0,0
"AM","Norte","2022",62,1,0,0,0,0,0,0,0
"AP","Norte","1997",12,0,0,0,0,1,0,0,0
"AP","Norte","1997",14,1,0,0,0,0,0,0,0
